experiment_id	sra_accession	geo_accession	species	assembly	assay	antigen_class	target_reported	target_normalized	cell_type_class	cell_type	title	bed_threshold	bed_file_count	bed_url	source_url	retrieved_at_utc
SRX7509299	SRA1020873	GSM4247302	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Adipocyte	Colon, Transverse		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX7509299.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX7509300	SRA1020873	GSM4247303	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Adipocyte	Colon, Transverse		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX7509300.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3321891	SRA623474	GSM2825118	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Adipocyte	Omental fat pad		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3321891.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3321989	SRA623540	GSM2824351	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Adipocyte	Omental fat pad		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3321989.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3322044	SRA623579	GSM2825521	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Adipocyte	Omental fat pad		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3322044.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3322962	SRA624182	GSM2828883	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Adipocyte	Subcutaneous adipose tissue		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3322962.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3323073	SRA624258	GSM2828975	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Adipocyte	Subcutaneous adipose tissue		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3323073.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10976009	SRA1236158	GSM5335228	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	697		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10976009.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10976010	SRA1236158	GSM5335229	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	697		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10976010.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10976011	SRA1236158	GSM5335230	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	697		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10976011.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10976012	SRA1236158	GSM5335231	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	697		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10976012.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10976013	SRA1236158	GSM5335232	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	697		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10976013.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10976014	SRA1236158	GSM5335233	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	697		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10976014.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10976015	SRA1236158	GSM5335234	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	697		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10976015.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10976016	SRA1236158	GSM5335235	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	697		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10976016.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10976017	SRA1236158	GSM5335236	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	697		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10976017.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10976018	SRA1236158	GSM5335237	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	697		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10976018.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5333219	SRA844233	GSM3591389	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	697		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX5333219.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5333220	SRA844233	GSM3591390	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	697		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX5333220.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3636814	SRA654560	GSM2974409	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	ALL xenograft		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3636814.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3636815	SRA654560	GSM2974410	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	ALL xenograft		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3636815.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3636816	SRA654560	GSM2974411	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	ALL xenograft		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3636816.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3636817	SRA654560	GSM2974412	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	ALL xenograft		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3636817.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200492	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200492.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200493	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200493.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200494	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200494.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200495	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200495.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200496	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200496.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200497	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200497.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200498	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200498.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200499	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200499.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200500	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200500.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200501	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200501.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200502	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200502.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200503	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200503.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200504	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200504.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200505	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200505.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200506	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200506.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200507	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200507.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200508	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200508.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200509	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200509.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200512	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200512.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200513	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200513.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200514	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200514.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200515	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200515.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200526	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200526.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200532	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200532.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200534	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200534.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200535	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200535.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200536	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200536.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200537	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200537.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200540	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200540.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX200543	ERA192043	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX200543.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX664188	ERA399231	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX664188.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX664189	ERA399231	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX664189.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX664190	ERA399231	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX664190.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX664191	ERA399231	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX664191.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX664192	ERA399231	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX664192.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX664193	ERA399231	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX664193.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX664196	ERA399231	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX664196.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX664197	ERA399231	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX664197.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX664198	ERA399231	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX664198.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX664199	ERA399231	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX664199.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX664200	ERA399231	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX664200.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX664201	ERA399231	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX664201.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX664210	ERA399231	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX664210.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10142206	SRA1198363	GSM5098093	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10142206.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10142207	SRA1198363	GSM5098094	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10142207.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX15710546	SRA1438437	GSM6244235	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX15710546.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX16495439	SRA1460499	GSM6347327	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX16495439.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX16495440	SRA1460499	GSM6347328	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX16495440.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX16495441	SRA1460499	GSM6347329	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX16495441.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX16495581	SRA1460567	GSM6372334	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX16495581.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX16495582	SRA1460567	GSM6372335	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX16495582.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX16495583	SRA1460567	GSM6372336	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX16495583.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX4284003	SRA662421	GSM3211732	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX4284003.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX4284004	SRA662421	GSM3211733	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX4284004.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX4284007	SRA662421	GSM3211736	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX4284007.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX4284008	SRA662421	GSM3211737	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX4284008.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX4284011	SRA662421	GSM3211740	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX4284011.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX4284012	SRA662421	GSM3211741	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	B cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX4284012.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX6704390	SRA938755	GSM4027070	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	BC-3		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX6704390.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX151245	SRA053371	GSM941710	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	BCBL1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX151245.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX7396389	SRA1013309	GSM4221656	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	BLaER1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX7396389.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX7396390	SRA1013309	GSM4221657	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	BLaER1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX7396390.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
