resource	assembly	marker	identifier	cell_type	processed_file_download_url
Roadmap	hg19	H3K36me3	NGRMPNAP6R5GGP	Lung	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/BI.Fetal_Lung.H3K36me3.UW_H23284.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPNCVPLWVAL	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.H1.H3K36me3.Solexa-12524.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPNEIY6XNN3	Chrondrocytes	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.58.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPNESZ6VJYB	CD4+ CD25- Th cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.CD4+_CD25-_Th_Primary_Cells.H3K36me3.Donor_62.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPNFRGYFHEU	Kidney	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Fetal_Kidney.H3K36me3.UW_H-22676.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPNGULUPYVW	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.59.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPNHFQMU64O	CD8+ naive T cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.CD8_Naive_Primary_Cells.H3K36me3.Donor_101_8_pooled_leukopaks_Jan_20_2011.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPNK3KYTKNX	Adipose	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Adipose_Nuclei.H3K36me3.93.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPNNC4YTN5P	Brain	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Fetal_Brain.H3K36me3.UW_H-22510.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPNP2TAKQNQ	Chrondrocytes	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.57.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPNYISJX6LY	CD4+ memory	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.CD4_Memory_Primary_Cells.H3K36me3.Donor_101_8_pooled_leukopaks_Jan_20_2011.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPO2TNPG4IO	CD56+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UW.CD56_Primary_Cells.H3K36me3.RO_01679.Histone.DS22595.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPO5NW6R5FV	iPS-20b	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.iPS-20b.H3K36me3.Solexa-20763.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPO63HC7NCH	Lung	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Lung.H3K36me3.STL001.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPO6A5AUTYE	CD8+ naive T cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.CD8_Naive_Primary_Cells.H3K36me3.Donor_100_7_pooled_leukopaks_Jan_7_2011.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPO7SG3H3MK	CD3+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.CD3_Primary_Cells.H3K36me3.CD3_39661.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOCKJZ6IKK	Smooth muscle tissue	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Stomach_Smooth_Muscle.H3K36me3.161.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPODONYGR35	Keratinocyte	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.H3K36me3.skin02.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOEFEOL5U3	Substantia nigra	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Brain_Substantia_Nigra.H3K36me3.149.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOFCA2T4RM	iPS-20b	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.iPS-20b.H3K36me3.DNA_Lib_355.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOFEGKNWY7	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.IMR90.H3K36me3.YL67.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOJG77J25N	iPS DF 19	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.iPS_DF_19.11.H3K36me3.SK472.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOLCAXOXSR	CD4+ CD25- Th cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.CD4+_CD25-_Th_Primary_Cells.H3K36me3.Donor_62.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOLXEFUSOD	CD56+ mesoderm cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.hESC_Derived_CD56+_Mesoderm_Cultured_Cells.H3K36me3.DNA_Lib_1283.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOMJL52ZTJ	iPS DF 19	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.iPS_DF_19.11.H3K36me3.SK472.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPONVFQSDYA	CD34+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.CD34_Primary_Cells.H3K36me3.CD34_39661.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOON43Z24G	Skeletal muscle	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Skeletal_Muscle.H3K36me3.62.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOPYHBHQNF	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.92.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOPYKXSI27	CD34+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.CD34_Primary_Cells.H3K36me3.CD34_39811.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOQCJ6GKCY	Esophagus	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Esophagus.H3K36me3.STL003.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOQEOALYAC	Spleen	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Spleen.H3K36me3.STL002.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOSAOC2DPW	CD4+ CD25- CD45RA+ naive T cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.CD4+_CD25-_CD45RA+_Naive_Primary_Cells.H3K36me3.Donor_332.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOTF5PVV3J	CD4+ CD25- CD45RA+ naive T cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.CD4+_CD25-_CD45RA+_Naive_Primary_Cells.H3K36me3.Donor_332.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOTLSWYV2S	CD56+ ectoderm cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/BI.hESC_Derived_CD56+_Ectoderm_Cultured_Cells.H3K36me3.DNA_Lib_1808.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOVQQ2KC7I	Epithelial cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Breast_vHMEC.H3K36me3.RM035.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOWXHFPXGD	Chrondrocytes	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.58.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOXNYQOU5K	iPS DF 6	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.iPS_DF_6.9.H3K36me3.SK468.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOYK5LH5JA	Hippocampus middle	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Brain_Hippocampus_Middle.H3K36me3.112.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPOYWOTHBTC	Pancreas	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Pancreas.H3K36me3.STL002.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPP24CCH4W2	UCSF-4star	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.UCSF-4star.H3K36me3.A14673.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPP43DJY2X7	CD4+ CD25int CD127+ Tmem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.CD4+_CD25int_CD127+_Tmem_Primary_Cells.H3K36me3.Donor_332.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPP4XT2SIKU	Luminal epithelial cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Breast_Luminal_Epithelial_Cells.H3K36me3.RM080.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPP534M75NW	Hippocampus middle	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Brain_Hippocampus_Middle.H3K36me3.150.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPP6T4X5YWM	Mucosa	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Stomach_Mucosa.H3K36me3.157.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPP7BOHEY5K	Keratinocyte	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.H3K36me3.skin01.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPP7KS73JTT	Psoas muscle	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Psoas_Muscle.H3K36me3.STL001.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPPDQQWN6PO	Neuronal progenitor cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K36me3.AK202.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPPJ62UR2AW	Placenta	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UW.Fetal_Placenta.H3K36me3.H-24996.Histone.DS23030.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPPJF6RMFFD	CD56+ mesoderm cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.hESC_Derived_CD56+_Mesoderm_Cultured_Cells.H3K36me3.DNA_Lib_1283.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPPJKLB3PL6	Lung	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Lung.H3K36me3.STL002.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPPJL5BBETB	Adipose	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Adipose_Nuclei.H3K36me3.94.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPPLOW63W2S	iPS DF 6	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.iPS_DF_6.9.H3K36me3.SK400.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPPMAWT4WTG	UCSF-4star	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.UCSF-4Star.H3K36me3.A19300.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPPNH7TOOJC	CD3+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.CD3_Primary_Cells.H3K36me3.CD3_39661.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPPOMFYEME6	CD4+ memory	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.CD4_Memory_Primary_Cells.H3K36me3.Donor_101_8_pooled_leukopaks_Jan_20_2011.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPPQKDK3R65	Keratinocyte	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.H3K36me3.skin03.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPPQQMYL2ET	CD34+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.CD34_Cultured_Cells.H3K36me3.cultured_CD34_2_20_09.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPPV7OPK3PP	HUES6	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.HUES6.H3K36me3.Lib_XZ_20101004_03--ChIP_XZ_20100930_03_ES_cell_HUES_6_H3K36Me3.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPPWJNBJTWV	Left ventricle	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Left_Ventricle.H3K36me3.STL003.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPPY5PA3XZ7	Brain	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Fetal_Brain.H3K36me3.HuFNSC02.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPPZAMCRBIO	Peripheral blood mononuclear cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K36me3.TC010.HS2624.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQ3XSGMA3D	Keratinocyte	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.H3K36me3.skin03.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQ4TNYB4QZ	Neuronal progenitor cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K36me3.AK241.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQ77X7E7PC	CD15+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.CD15_Primary_Cells.H3K36me3.23.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQ7M533TYV	iPS-18a	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.iPS-18a.H3K36me3.DNA_Lib_347.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQ7XDNEKZX	Mobilized CD34+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Mobilized_CD34_Primary_Cells.H3K36me3.RO_01549.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQAZINJDHD	Anterior caudate	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Brain_Anterior_Caudate.H3K36me3.149.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQBS2SWEMY	Mucosa	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Rectal_Mucosa.H3K36me3.29.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQCUB55WHE	Epithelial cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Breast_vHMEC.H3K36me3.RM035.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQDIVFPI4X	iPS-18a	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.iPS-18a.H3K36me3.DNA_Lib_347.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQF56K3IYC	Mucosa	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Colonic_Mucosa.H3K36me3.32.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQHKL3QPYL	Fibroblast	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K36me3.skin03.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQK4TRYSEV	Large intestine	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UW.Fetal_Intestine_Large.H3K36me3.H-24595.Histone.DS22554.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQL2UOSI5O	Aorta	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/UCSD.Aorta.H3K36me3.STL003.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQMYJMN2GA	Angular gyrus	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Brain_Angular_Gyrus.H3K36me3.149.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQQ24JLAKV	Spleen	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Spleen.H3K36me3.STL003.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQSMZ4TRES	Neurosphere cultured cell cortex derived	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.H3K36me3.HuFNSC01.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQUKYDQMIH	Neurosphere cultured cell ganglionic eminence derived	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K36me3.HuFNSC01.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQVMUDDYWY	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.58.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPQYTDGSZLW	Mobilized CD34+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Mobilized_CD34_Primary_Cells.H3K36me3.RO_01549.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPR3JWFIGJM	Ovary	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Ovary.H3K36me3.STL002.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPR6DLZJAB2	Muscle satellite cultured cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Muscle_Satellite_Cultured_Cells.H3K36me3.hSKM-1.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPRBNT65HLC	Mucosa	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/BI.Colonic_Mucosa.H3K36me3.155.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPRIAOGBRWI	Small intestine	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UW.Fetal_Intestine_Small.H3K36me3.H-24595.Histone.DS22557.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPRIDVDMHSO	Mobilized CD34+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Mobilized_CD34_Primary_Cells.H3K36me3.RO_01562.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPRIJXABWNL	Adipose	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Adipose_Nuclei.H3K36me3.95.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPRJAYHD55R	Mid frontal lobe	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Brain_Mid_Frontal_Lobe.H3K36me3.112.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPRKNBXTC6F	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.59.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPRLK7LJU4X	CD4+ CD25- CD45RA+ naive T cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.CD4+_CD25-_CD45RA+_Naive_Primary_Cells.H3K36me3.Donor_62.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPRLV2THZYM	CD8+ naive T cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.CD8_Naive_Primary_Cells.H3K36me3.Donor_100_7_pooled_leukopaks_Jan_7_2011.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPRS3F2B5PL	Pancreatic islets	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Pancreatic_Islets.H3K36me3.pancreatic_islets_normal_3_27_09.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPRT6KHH2PM	Kidney	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Adult_Kidney.H3K36me3.27.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPRZLF5XDCM	Neurosphere cultured cell ganglionic eminence derived	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K36me3.HuFNSC02.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPS2HXVFWCB	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1.H3K36me3.LL160.narrowPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPS2XFNBJSC	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H3K36me3.SK460.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPS34VEOTZS	iPS-18c	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.iPS-18c.H3K36me3.Solexa-19808.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPS4OY25E7E	Muscle	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UW.Fetal_Muscle_Trunk.H3K36me3.H-24851.Histone.DS23037.broadPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPS5A55RQLB	CD4+ naive	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.CD4_Naive_Primary_Cells.H3K36me3.Donor_100_7_pooled_leukopaks_Jan_7_2011.gappedPeak.bed.gz
Roadmap	hg19	H3K36me3	NGRMPS5G2PSILD	CD184+ endoderm cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.hESC_Derived_CD184+_Endoderm_Cultured_Cells.H3K36me3.DNA_Lib_263.gappedPeak.bed.gz
