resource	assembly	identifier	cell_type	tissue_category	biosample_type	assay	target	output_type	file_format	number_of_intervals	processed_file_download_url	release_date	metadata_source
Roadmap	hg19	NGRMPBEEZPJVY7	iPS-20b	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed broadPeak	413052	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.iPS-20b.H3K27ac.DNA_Lib_357.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPGKNGSNMAG	iPS-20b	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed narrowPeak	96847	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.iPS-20b.H3K27ac.DNA_Lib_357.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
BLUEPRINT	hg38	NGBLPBWQZJYZR3	B cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	91109	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57190.Blueprint.ERS715363.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPBX5YJVUVE	B cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	92304	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57650.Blueprint.ERS852687.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPCYBOAHMRR	B cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	115526	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62205.Blueprint.ERS663732.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPBICQMGH5J	BL-2	Bone	Cell line	ChIP-seq	H3K27ac	peaks	bed6	48410	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60198.Blueprint.ERS333897.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP2QLOWS4O3	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	115409	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57212.Blueprint.ERS728715.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP2ZKXGGGZG	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	71989	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58867.Blueprint.ERS1030017.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP3HXCOHMOA	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	138263	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58966.Blueprint.ERS1044747.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP3OOLRWUER	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	91750	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58957.Blueprint.ERS1028011.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP3RV5HJIYY	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	82787	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59177.Blueprint.ERS1044119.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP3SZESL6Y7	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	93798	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58930.Blueprint.ERS1030009.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP3YOAJX7P5	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	95844	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58808.Blueprint.ERS1030010.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP45EQVVFVN	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	86709	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58865.Blueprint.ERS1030013.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP4H5WMIQKR	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	118942	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59016.Blueprint.ERS1043995.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP4HCU3V4LI	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	43766	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59193.Blueprint.ERS1044704.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP4S2HRKVJQ	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	84227	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59152.Blueprint.ERS1044751.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPBE4RAHW7C	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	80346	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58953.Blueprint.ERS1030060.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPBJKPELRUE	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	99248	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58937.Blueprint.ERS1030003.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPBX53FHMP6	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	75862	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59291.Blueprint.ERS1044779.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPBY3IGLE43	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	83802	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59160.Blueprint.ERS1044736.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPCGNYL6STX	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	89062	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59301.Blueprint.ERS1044692.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPCHTXYNSAS	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	67179	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58810.Blueprint.ERS1030018.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPCTULKWMRT	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	87453	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57529.Blueprint.ERS886069.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPCUAYZ5VAH	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	87310	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57812.Blueprint.ERS852689.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPCV4XQYXLQ	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	85939	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58877.Blueprint.ERS1030027.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPD7TLWBDMJ	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	94338	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59189.Blueprint.ERS1044700.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPDYDXMS3D6	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	70090	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59299.Blueprint.ERS1044708.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPE2JSVIVXS	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	39253	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59336.Blueprint.ERS1044775.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPEA2WX3XML	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	125068	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59404.Blueprint.ERS1044727.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPJ7BRAE6OX	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	68302	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59201.Blueprint.ERS1044721.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPJAC4JT6O4	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	66900	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59165.Blueprint.ERS1044789.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPJC3ZR6HSQ	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	89235	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59293.Blueprint.ERS1044757.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPJCFVUBDPV	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	93812	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59314.Blueprint.ERS1044742.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPJHWW63WM3	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	114519	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59338.Blueprint.ERS1030051.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPJOOQPQIPE	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	93500	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59167.Blueprint.ERS1044786.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPJZXRKO634	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	91661	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58863.Blueprint.ERS1030045.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPK2RB47GFD	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	72628	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59289.Blueprint.ERS1044734.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPK2YJF2FSR	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	81728	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59295.Blueprint.ERS1044792.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPK5IGC2T4E	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	71785	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58762.Blueprint.ERS1030012.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPKE6DUER2U	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	83636	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59325.Blueprint.ERS1044694.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPKHHYB7WKB	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	34539	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59158.Blueprint.ERS1044725.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPKOJ3P5FIL	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	73923	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59018.Blueprint.ERS1030047.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPKWZUYNQC2	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	114847	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59406.Blueprint.ERS1044718.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPL2S4WDNZJ	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	44608	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58764.Blueprint.ERS1030040.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPLY6AY3IQX	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	68505	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59209.Blueprint.ERS1049143.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPRE6HKT7BU	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	51311	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57818.Blueprint.ERS852690.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPRG4QROQIN	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	80132	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58806.Blueprint.ERS1029987.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPRKCGIMOPF	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	35467	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59398.Blueprint.ERS1030044.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPRXZYANQRQ	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	88098	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58919.Blueprint.ERS1030066.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPS7B66CDLR	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	72133	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58939.Blueprint.ERS1030059.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPSV7O5JZ3R	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	75588	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58941.Blueprint.ERS1030022.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPTGZKII243	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	76812	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58959.Blueprint.ERS1028012.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPTKWSHVW3U	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	71696	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59156.Blueprint.ERS1044788.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPTLJVTBOF4	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	57853	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59199.Blueprint.ERS1044712.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPYSGBHE7GT	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	93682	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59014.Blueprint.ERS1029992.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPZ3AL6OVN3	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	114292	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62113.Blueprint.ERS663734.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPZA5H3IVFF	Blood	Blood	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	28520	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58951.Blueprint.ERS1030057.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPZNJJ5YG2R	Bone marrow	Bone	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	65219	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59554.Blueprint.ERS1107574.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP3F3OYERZL	CD14+CD16- monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	41754	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59797.Blueprint.ERS150390.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPBPSKJEAA6	CD14+CD16- monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	58607	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61299.Blueprint.ERS150413.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPSH3BE7IB6	CD14+CD16- monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	30856	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59739.Blueprint.ERS150369.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPTHCB5KCOG	CD14+CD16- monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	115414	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61295.Blueprint.ERS206567.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPS5VYBCJYG	CD34- CD41+ CD42+ megakaryocyte	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	21026	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60927.Blueprint.ERS257244.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP4DI7BX5SL	CD4+ alpha-beta T cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	14626	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59848.Blueprint.ERS164472.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPRQMNM7L5K	CD4+ alpha-beta T cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	32474	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60629.Blueprint.ERS257432.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPZIG5EHYLE	CD4+ alpha-beta T cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	33614	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60798.Blueprint.ERS337160.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP3WX5M4KSD	CD8+ alpha-beta T cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	83124	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61361.Blueprint.ERS206391.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPCM3Q6OOGQ	CD8+ alpha-beta T cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	53609	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57793.Blueprint.ERS206389.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPKNKTTQRTR	CD8+ alpha-beta T cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	18223	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61239.Blueprint.ERS358697.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPTJC5DBYN6	DG-75	Blood	Cell line	ChIP-seq	H3K27ac	peaks	bed6	45846	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60200.Blueprint.ERS333899.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP22HOI5MVP	Dendritic cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	85254	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58488.Blueprint.ERS1044647.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPL4TSYV3SE	Dendritic cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	99708	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58600.Blueprint.ERS1044649.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPSVVKSQB22	Dendritic cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	76308	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58590.Blueprint.ERS1044648.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPYSTMVM24T	Dendritic cell	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	85610	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57476.Blueprint.ERS697064.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPJRBFDBLLW	Endothelial cell	Umbilical Cord	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	78627	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60895.Blueprint.ERS358674.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPYTDDU6ENG	Endothelial cell	Umbilical Cord	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	85230	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60947.Blueprint.ERS377497.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPT4ZS3A5AX	Endothelial progenitor cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	107422	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57575.Blueprint.ERS697025.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPE3YAQG2NG	Eosinophils	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	3235	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61215.Blueprint.ERS257387.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP23ICFIDUF	Lymph node	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	42551	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57480.Blueprint.ERS886070.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP2IVOCF6Y7	Lymph node	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	42499	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57608.Blueprint.ERS886071.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP35ONW2KN2	Lymph node	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	91970	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57696.Blueprint.ERS886074.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPC57L4DVIS	Lymph node	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	48798	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57614.Blueprint.ERS886073.H3K27ac.peak_calls.bed.gz		live FILER2 browser
