Accession	File	Target_of_Assay	Biosample_term_name	Organism
ENCSR967BSF	ENCFF514GOP	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF696MBJ	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF420VKZ	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF512KCI	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF940BVB	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF068TWU	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF497KZB	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF615COT	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF705JBL	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF595MOH	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF809QZD	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF520RVL	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF516DOX	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF814JZI	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF357YPL	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF175VBV	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF038ATT	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF215HQE	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF121QGK	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF948KDP	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF905EFM	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF440ORC	CTCF	spleen	Homo sapiens
ENCSR967BSF	ENCFF458IFM	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF915AIE	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF044UYK	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF551WGT	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF057QIL	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF345LVW	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF895YNG	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF377EQN	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF640MTY	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF053EJS	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF422NGK	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF739KQP	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF923MKJ	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF646OTN	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF570UTK	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF006SOZ	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF980HXI	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF797PLX	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF065CBS	CTCF	spleen	Homo sapiens
ENCSR961SKY	ENCFF796HCF	CTCF	spleen	Homo sapiens
ENCSR000CBU	ENCFF001LMM	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF001LMN	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF001LMO	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF001LMQ	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF001LMV	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF001LMX	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF001YAM	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF709TQG	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF516FZI	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF769ZWZ	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF617FBG	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF785CTW	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF669KKQ	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF896JZI	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF470HAP	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF601PRD	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF328SNX	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF987NOJ	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF217KIX	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF712DDL	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF990MGK	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF155SPJ	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF400ZED	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF703EFD	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF025FPT	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF194HVL	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF977NHT	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF424RGH	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF598IJA	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF076VSZ	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF791MGM	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF900JKV	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF214BQA	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF919KIP	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF604HCZ	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF691VDG	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF930JOQ	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF963BTQ	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF985NMC	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF586SMQ	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF439CKG	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF314XOM	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF425YHR	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF389SUI	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF676VZW	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF371UBQ	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF321JGY	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF651GYW	CTCF	liver	ENCAB210NHK
ENCSR000CBU	ENCFF542WEE	CTCF	liver	ENCAB210NHK
ENCSR225YGX	/reference-epigenomes/ENCSR148DCQ	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF000SDM	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF000SDN	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF000SDO	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF000SDP	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF000SDR	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF000SEB	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF000SEC	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF001UUB	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF433QNI	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF513CTU	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF337IBI	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF429NUZ	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF061SRP	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF481VJG	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF059JNI	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF211IRJ	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF647BQW	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF982WZX	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF820KEK	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF116WBA	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF292KXW	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF988TSY	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF404VMK	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF631DPB	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF673PVL	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF335TNG	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF350MHZ	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF655NUL	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF814EXW	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF720CRM	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF068YLN	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF604DQF	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF302SSB	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF881NID	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF958BPH	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF138CNN	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF310RCE	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF307XCC	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF881YDR	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF771LBM	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF550JAQ	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF326FAJ	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF678JOS	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF485QSV	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF250AFB	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF912CFN	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF904TWR	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF988TUS	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF148FNQ	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF265PAZ	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF165RIV	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF743PBT	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF214YST	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF366VXJ	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF885ETY	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF593BQT	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF659YSR	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF362ETD	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF691UTE	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF504IZD	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF480JXX	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF276ZXC	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF953QDS	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF901MEH	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF273TNH	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF699AYZ	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF196UEB	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF352OPT	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF678RAG	CTCF	spleen	Homo sapiens
ENCSR000DNI	ENCFF713HRR	CTCF	spleen	Homo sapiens
ENCSR254YRM	ENCFF002EWZ	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF002EXB	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF106CMZ	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF395CME	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF883RNJ	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF179WEZ	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF425QOU	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF977MAY	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF528IMZ	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF947OYN	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF306XCP	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF774SIC	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF839QKO	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF420ZVP	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF626BAY	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF597EQP	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF181QAF	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF799NHD	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF555SBI	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF296MNE	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF690BYG	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF433DBV	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF605VJI	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF638MPU	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF997EJT	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF234OFQ	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF143HEE	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF322UFN	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF543EHV	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF355USP	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF511PPM	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF291DFW	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF403GVA	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF985LYF	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF255OTG	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF393WTJ	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF722DBY	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF069HHN	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF763FJH	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF123QLO	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF536RRU	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF786TPA	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF503KCU	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF664UIJ	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF806EON	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF185IJN	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF144JKH	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF589XMT	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF408MKE	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF889OHD	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF095QMD	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF173KBE	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF895ERR	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF956LJT	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF289UCG	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF979ZVC	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF701XAM	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF174BND	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF725LBV	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF144XRE	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF386JBY	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF202ZES	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF990KPQ	CTCF	liver	Homo sapiens
ENCSR254YRM	ENCFF448BBE	CTCF	liver	Homo sapiens
ENCSR000CEF	ENCFF001LRM	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF001LRN	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF001LRP	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF001LRQ	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF001LRW	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF001LRX	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF001YBA	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF016XYS	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF256SXG	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF616NLO	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF752ONZ	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF558QFH	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF039TYB	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF950DDE	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF946MNK	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF334UXG	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF901PPE	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF373NZZ	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF368ISS	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF334ZCC	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF244AZR	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF074WOC	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF764GMG	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF142CFK	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF596YYI	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF502SKJ	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF862SJD	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF972QLS	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF443TPY	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF316XOB	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF637AET	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF338TNB	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF244FHP	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF874GUE	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF830IBT	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF782OUC	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF347ODZ	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF132VJH	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF467UKD	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF185RTB	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF581CWN	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF563XHO	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF282BUP	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF816VSP	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF033UQX	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF541OMC	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF460EMF	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF248DJD	CTCF	testis	ENCAB210NHK
ENCSR000CEF	ENCFF634YSD	CTCF	testis	ENCAB210NHK
ENCSR234HEM	ENCFF592GGD	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF010QKZ	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF232BIX	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF224VJS	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF892VUB	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF592PPU	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF393KDI	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF358WEO	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF459AHK	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF575AUA	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF799CZC	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF985STH	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF340BQM	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF892JKX	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF596RDA	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF313XYN	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF600BSH	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF597VAN	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF134JET	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF579UEN	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF705PKJ	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF169HSH	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF455BVG	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF282UAO	CTCF	spleen	Homo sapiens
ENCSR234HEM	ENCFF651UON	CTCF	spleen	Homo sapiens
ENCSR491NUM	ENCFF464DYI	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF310VOQ	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF231XEH	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF009SLP	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF731VUI	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF534NLM	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF359SPP	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF472GQV	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF263MYM	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF505SJQ	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF894HNT	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF121FBT	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF223FXW	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF390ZQV	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF371TUB	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF246CLY	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF004PFD	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF909WHG	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF800FPD	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF688LXO	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF863XWX	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF278NWO	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF139WDG	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF077HAE	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF990RYP	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF107KOO	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF157SGS	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF711THP	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF409RRE	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF130OOT	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF568MTS	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF055IZM	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF137DLM	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF697PBN	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF240PYZ	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF869XVQ	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF386ORO	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF046VEI	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF355TRZ	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF786YYD	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF950KCB	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF609MDN	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF857QSP	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF313GUJ	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF498FUX	CTCF	heart	ENCAB247TYO
ENCSR491NUM	ENCFF272HBL	CTCF	heart	ENCAB247TYO
ENCSR000DMH	ENCFF000RXY	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF000RXZ	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF000RYA	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF000RYC	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF000RYD	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF000RYL	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF000RYN	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF001UTJ	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF669QGZ	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF896LIL	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF026BGK	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF635ZTX	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF834XJR	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF266UHU	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF801HDI	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF111YZR	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF612UNT	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF166TXF	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF549SMT	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF022JNP	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF521AGU	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF168QKM	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF366BEJ	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF694SEF	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF693XGZ	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF279QNE	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF250GDD	CTCF	lung	Homo sapiens
ENCSR000DMH	ENCFF553SJU	CTCF	lung	Homo sapiens
